Div,Date,home_away,team,score,opp_score,Pts,win,goal_diff,points_running,gd_running,wins_running,match_count
MLS,26/02/2022,Home,Los Angeles FC,3,0,3,1,3,3,3,1,1
MLS,26/02/2022,Away,Colorado Rapids,0,3,0,0,-3,0,-3,0,1
MLS,26/02/2022,Home,FC Dallas,1,1,1,0,0,1,0,0,1
MLS,26/02/2022,Away,Toronto FC,1,1,1,0,0,1,0,0,1
MLS,26/02/2022,Home,Austin FC,5,0,3,1,5,3,5,1,1
MLS,26/02/2022,Away,FC Cincinnati,0,5,0,0,-5,0,-5,0,1
MLS,26/02/2022,Home,DC United,3,0,3,1,3,3,3,1,1
MLS,26/02/2022,Away,Charlotte,0,3,0,0,-3,0,-3,0,1
MLS,26/02/2022,Home,Inter Miami,0,0,1,0,0,1,0,0,1
MLS,26/02/2022,Away,Chicago Fire,0,0,1,0,0,1,0,0,1
MLS,26/02/2022,Home,San Jose Earthquakes,1,3,0,0,-2,0,-2,0,1
MLS,26/02/2022,Away,New York Red Bulls,3,1,3,1,2,3,2,1,1
MLS,27/02/2022,Home,Portland Timbers,2,2,1,0,0,1,0,0,1
MLS,27/02/2022,Away,New England Revolution,2,2,1,0,0,1,0,0,1
MLS,27/02/2022,Home,Orlando City,2,0,3,1,2,3,2,1,1
MLS,27/02/2022,Away,CF Montreal,0,2,0,0,-2,0,-2,0,1
MLS,27/02/2022,Home,Atlanta Utd,3,1,3,1,2,3,2,1,1
MLS,27/02/2022,Away,Sporting Kansas City,1,3,0,0,-2,0,-2,0,1
MLS,27/02/2022,Home,Los Angeles Galaxy,1,0,3,1,1,3,1,1,1
MLS,27/02/2022,Away,New York City,0,1,0,0,-1,0,-1,0,1
MLS,28/02/2022,Home,Houston Dynamo,0,0,1,0,0,1,0,0,1
MLS,28/02/2022,Away,Real Salt Lake,0,0,1,0,0,1,0,0,1
MLS,28/02/2022,Home,Seattle Sounders,0,1,0,0,-1,0,-1,0,1
MLS,28/02/2022,Away,Nashville SC,1,0,3,1,1,3,1,1,1
MLS,05/03/2022,Home,New England Revolution,1,0,3,1,1,4,1,1,2
MLS,05/03/2022,Away,FC Dallas,0,1,0,0,-1,1,-1,0,2
MLS,05/03/2022,Home,Toronto FC,1,4,0,0,-3,1,-3,0,2
MLS,05/03/2022,Away,New York Red Bulls,4,1,3,1,3,6,5,2,2
MLS,05/03/2022,Home,Sporting Kansas City,1,0,3,1,1,3,-1,1,2
MLS,05/03/2022,Away,Houston Dynamo,0,1,0,0,-1,1,-1,0,2
MLS,05/03/2022,Home,CF Montreal,1,2,0,0,-1,0,-3,0,2
MLS,05/03/2022,Away,Philadelphia Union,2,1,3,1,1,4,1,1,2
MLS,05/03/2022,Home,San Jose Earthquakes,3,3,1,0,0,1,-2,0,2
MLS,05/03/2022,Away,Columbus Crew,3,3,1,0,0,4,4,1,2
MLS,05/03/2022,Home,Chicago Fire,0,0,1,0,0,2,0,0,2
MLS,05/03/2022,Away,Orlando City,0,0,1,0,0,4,2,1,2
MLS,05/03/2022,Home,Colorado Rapids,3,0,3,1,3,3,0,1,2
MLS,05/03/2022,Away,Atlanta Utd,0,3,0,0,-3,3,-1,1,2
MLS,05/03/2022,Home,FC Cincinnati,0,1,0,0,-1,0,-6,0,2
MLS,05/03/2022,Away,DC United,1,0,3,1,1,6,4,2,2
MLS,05/03/2022,Home,Minnesota United,1,1,1,0,0,2,0,0,2
MLS,05/03/2022,Away,Nashville SC,1,1,1,0,0,4,1,1,2
MLS,05/03/2022,Home,Real Salt Lake,1,0,3,1,1,4,1,1,2
MLS,05/03/2022,Away,Seattle Sounders,0,1,0,0,-1,0,-2,0,2
MLS,05/03/2022,Home,Vancouver Whitecaps,0,0,1,0,0,1,-4,0,2
MLS,05/03/2022,Away,New York City,0,0,1,0,0,1,-1,0,2
MLS,06/03/2022,Home,Charlotte,0,1,0,0,-1,0,-4,0,2
MLS,06/03/2022,Away,Los Angeles Galaxy,1,0,3,1,1,6,2,2,2
MLS,06/03/2022,Home,Austin FC,5,1,3,1,4,6,9,2,2
MLS,06/03/2022,Away,Inter Miami,1,5,0,0,-4,1,-4,0,2
MLS,07/03/2022,Home,Los Angeles FC,1,1,1,0,0,4,3,1,2
MLS,07/03/2022,Away,Portland Timbers,1,1,1,0,0,2,0,0,2
MLS,12/03/2022,Home,New York City,4,1,3,1,3,4,2,1,3
MLS,12/03/2022,Away,CF Montreal,1,4,0,0,-3,0,-6,0,3
MLS,12/03/2022,Home,Columbus Crew,2,1,3,1,1,7,5,2,3
MLS,12/03/2022,Away,Toronto FC,1,2,0,0,-1,1,-4,0,3
MLS,12/03/2022,Home,Inter Miami,0,2,0,0,-2,1,-6,0,3
MLS,12/03/2022,Away,Los Angeles FC,2,0,3,1,2,7,5,2,3
MLS,12/03/2022,Home,Seattle Sounders,3,2,3,1,1,3,-1,1,3
MLS,12/03/2022,Away,Los Angeles Galaxy,2,3,0,0,-1,6,1,2,3
MLS,12/03/2022,Home,Houston Dynamo,2,1,3,1,1,4,0,1,3
MLS,12/03/2022,Away,Vancouver Whitecaps,1,2,0,0,-1,1,-5,0,3
MLS,13/03/2022,Home,DC United,0,2,0,0,-2,6,2,2,3
MLS,13/03/2022,Away,Chicago Fire,2,0,3,1,2,5,2,1,3
MLS,13/03/2022,Home,New England Revolution,2,3,0,0,-1,4,0,1,3
MLS,13/03/2022,Away,Real Salt Lake,3,2,3,1,1,7,2,2,3
MLS,13/03/2022,Home,Orlando City,1,2,0,0,-1,4,1,1,3
MLS,13/03/2022,Away,FC Cincinnati,2,1,3,1,1,3,-5,1,3
MLS,13/03/2022,Home,Philadelphia Union,2,0,3,1,2,7,3,2,3
MLS,13/03/2022,Away,San Jose Earthquakes,0,2,0,0,-2,1,-4,0,3
MLS,13/03/2022,Home,FC Dallas,2,0,3,1,2,4,1,1,3
MLS,13/03/2022,Away,Nashville SC,0,2,0,0,-2,4,-1,1,3
MLS,13/03/2022,Home,Colorado Rapids,2,0,3,1,2,6,2,2,3
MLS,13/03/2022,Away,Sporting Kansas City,0,2,0,0,-2,3,-3,1,3
MLS,13/03/2022,Home,Portland Timbers,1,0,3,1,1,5,1,1,3
MLS,13/03/2022,Away,Austin FC,0,1,0,0,-1,6,8,2,3
MLS,13/03/2022,Home,Atlanta Utd,2,1,3,1,1,6,0,2,3
MLS,13/03/2022,Away,Charlotte,1,2,0,0,-1,0,-5,0,3
MLS,13/03/2022,Home,New York Red Bulls,0,1,0,0,-1,6,4,2,3
MLS,13/03/2022,Away,Minnesota United,1,0,3,1,1,5,1,1,3
MLS,19/03/2022,Home,FC Cincinnati,3,1,3,1,2,6,-3,2,4
MLS,19/03/2022,Away,Inter Miami,1,3,0,0,-2,1,-8,0,4
MLS,19/03/2022,Home,New York City,0,2,0,0,-2,4,0,1,4
MLS,19/03/2022,Away,Philadelphia Union,2,0,3,1,2,10,5,3,4
MLS,19/03/2022,Home,Toronto FC,2,1,3,1,1,4,-3,1,4
MLS,19/03/2022,Away,DC United,1,2,0,0,-1,6,1,2,4
MLS,19/03/2022,Home,Los Angeles Galaxy,0,1,0,0,-1,6,0,2,4
MLS,19/03/2022,Away,Orlando City,1,0,3,1,1,7,2,2,4
MLS,19/03/2022,Home,Atlanta Utd,3,3,1,0,0,7,0,2,4
MLS,19/03/2022,Away,CF Montreal,3,3,1,0,0,1,-6,0,4
MLS,19/03/2022,Home,Chicago Fire,3,1,3,1,2,8,4,2,4
MLS,19/03/2022,Away,Sporting Kansas City,1,3,0,0,-2,3,-5,1,4
MLS,19/03/2022,Home,Charlotte,3,1,3,1,2,3,-3,1,4
MLS,19/03/2022,Away,New England Revolution,1,3,0,0,-2,4,-2,1,4
MLS,20/03/2022,Home,Minnesota United,1,0,3,1,1,8,2,2,4
MLS,20/03/2022,Away,San Jose Earthquakes,0,1,0,0,-1,1,-5,0,4
MLS,20/03/2022,Home,FC Dallas,4,1,3,1,3,7,4,2,4
MLS,20/03/2022,Away,Portland Timbers,1,4,0,0,-3,5,-2,1,4
MLS,20/03/2022,Home,Houston Dynamo,1,1,1,0,0,5,0,1,4
MLS,20/03/2022,Away,Colorado Rapids,1,1,1,0,0,7,2,2,4
MLS,20/03/2022,Home,Real Salt Lake,2,1,3,1,1,10,3,3,4
MLS,20/03/2022,Away,Nashville SC,1,2,0,0,-1,4,-2,1,4
MLS,20/03/2022,Home,New York Red Bulls,1,1,1,0,0,7,4,2,4
MLS,20/03/2022,Away,Columbus Crew,1,1,1,0,0,8,5,2,4
MLS,20/03/2022,Home,Austin FC,1,1,1,0,0,7,8,2,4
MLS,20/03/2022,Away,Seattle Sounders,1,1,1,0,0,4,-1,1,4
MLS,21/03/2022,Home,Los Angeles FC,3,1,3,1,2,10,7,3,4
MLS,21/03/2022,Away,Vancouver Whitecaps,1,3,0,0,-2,1,-7,0,4
MLS,26/03/2022,Home,Charlotte,2,0,3,1,2,6,-1,2,5
MLS,26/03/2022,Away,FC Cincinnati,0,2,0,0,-2,6,-5,2,5
MLS,26/03/2022,Home,Sporting Kansas City,1,0,3,1,1,6,-4,2,5
MLS,26/03/2022,Away,Real Salt Lake,0,1,0,0,-1,10,2,3,5
MLS,27/03/2022,Home,Portland Timbers,1,1,1,0,0,6,-2,1,5
MLS,27/03/2022,Away,Orlando City,1,1,1,0,0,8,2,2,5
MLS,02/04/2022,Home,Chicago Fire,0,0,1,0,0,9,4,2,5
MLS,02/04/2022,Away,FC Dallas,0,0,1,0,0,8,4,2,5
MLS,02/04/2022,Home,FC Cincinnati,3,4,0,0,-1,6,-6,2,6
MLS,02/04/2022,Away,CF Montreal,4,3,3,1,1,4,-5,1,5
MLS,02/04/2022,Home,Toronto FC,2,1,3,1,1,7,-2,2,5
MLS,02/04/2022,Away,New York City,1,2,0,0,-1,4,-1,1,5
MLS,02/04/2022,Home,Columbus Crew,0,1,0,0,-1,8,4,2,5
MLS,02/04/2022,Away,Nashville SC,1,0,3,1,1,7,-1,2,5
MLS,03/04/2022,Home,DC United,0,1,0,0,-1,6,0,2,5
MLS,03/04/2022,Away,Atlanta Utd,1,0,3,1,1,10,1,3,5
MLS,03/04/2022,Home,New England Revolution,0,1,0,0,-1,4,-3,1,5
MLS,03/04/2022,Away,New York Red Bulls,1,0,3,1,1,10,5,3,5
MLS,03/04/2022,Home,Orlando City,2,4,0,0,-2,8,0,2,6
MLS,03/04/2022,Away,Los Angeles FC,4,2,3,1,2,13,9,4,5
MLS,03/04/2022,Home,Philadelphia Union,2,0,3,1,2,13,7,4,5
MLS,03/04/2022,Away,Charlotte,0,2,0,0,-2,6,-3,2,6
MLS,03/04/2022,Home,San Jose Earthquakes,2,2,1,0,0,2,-5,0,5
MLS,03/04/2022,Away,Austin FC,2,2,1,0,0,8,8,2,5
MLS,03/04/2022,Home,Inter Miami,1,3,0,0,-2,1,-10,0,5
MLS,03/04/2022,Away,Houston Dynamo,3,1,3,1,2,8,2,2,5
MLS,03/04/2022,Home,Minnesota United,1,2,0,0,-1,8,1,2,5
MLS,03/04/2022,Away,Seattle Sounders,2,1,3,1,1,7,0,2,5
MLS,03/04/2022,Home,Vancouver Whitecaps,1,0,3,1,1,4,-6,1,5
MLS,03/04/2022,Away,Sporting Kansas City,0,1,0,0,-1,6,-5,2,6
MLS,03/04/2022,Home,Colorado Rapids,1,1,1,0,0,8,2,2,5
MLS,03/04/2022,Away,Real Salt Lake,1,1,1,0,0,11,2,3,6
MLS,03/04/2022,Home,Portland Timbers,1,3,0,0,-2,6,-4,1,6
MLS,03/04/2022,Away,Los Angeles Galaxy,3,1,3,1,2,9,2,3,5
MLS,09/04/2022,Home,Orlando City,1,0,3,1,1,11,1,3,7
MLS,09/04/2022,Away,Chicago Fire,0,1,0,0,-1,9,3,2,6
MLS,09/04/2022,Home,Inter Miami,3,2,3,1,1,4,-9,1,6
MLS,09/04/2022,Away,New England Revolution,2,3,0,0,-1,4,-4,1,6
MLS,09/04/2022,Home,New York Red Bulls,1,2,0,0,-1,10,4,3,6
MLS,09/04/2022,Away,CF Montreal,2,1,3,1,1,7,-4,2,6
MLS,09/04/2022,Home,Philadelphia Union,1,0,3,1,1,16,8,5,6
MLS,09/04/2022,Away,Columbus Crew,0,1,0,0,-1,8,3,2,6
MLS,10/04/2022,Home,Los Angeles Galaxy,2,1,3,1,1,12,3,4,6
MLS,10/04/2022,Away,Los Angeles FC,1,2,0,0,-1,13,8,4,6
MLS,10/04/2022,Home,Real Salt Lake,2,2,1,0,0,12,2,3,7
MLS,10/04/2022,Away,Toronto FC,2,2,1,0,0,8,-2,2,6
MLS,10/04/2022,Home,FC Dallas,3,1,3,1,2,11,6,3,6
MLS,10/04/2022,Away,Colorado Rapids,1,3,0,0,-2,8,0,2,6
MLS,10/04/2022,Home,Houston Dynamo,4,3,3,1,1,11,3,3,6
MLS,10/04/2022,Away,San Jose Earthquakes,3,4,0,0,-1,2,-6,0,6
MLS,10/04/2022,Home,Sporting Kansas City,1,2,0,0,-1,6,-6,2,7
MLS,10/04/2022,Away,Nashville SC,2,1,3,1,1,10,0,3,6
MLS,10/04/2022,Home,Vancouver Whitecaps,2,3,0,0,-1,4,-7,1,6
MLS,10/04/2022,Away,Portland Timbers,3,2,3,1,1,9,-3,2,7
MLS,10/04/2022,Home,Charlotte,1,0,3,1,1,9,-2,3,7
MLS,10/04/2022,Away,Atlanta Utd,0,1,0,0,-1,10,0,3,6
MLS,11/04/2022,Home,Austin FC,1,0,3,1,1,11,9,3,6
MLS,11/04/2022,Away,Minnesota United,0,1,0,0,-1,8,0,2,6
MLS,16/04/2022,Home,CF Montreal,2,1,3,1,1,10,-3,3,7
MLS,16/04/2022,Away,Vancouver Whitecaps,1,2,0,0,-1,4,-8,1,7
MLS,16/04/2022,Home,San Jose Earthquakes,2,2,1,0,0,3,-6,0,7
MLS,16/04/2022,Away,Nashville SC,2,2,1,0,0,11,0,3,7
MLS,16/04/2022,Home,Atlanta Utd,0,0,1,0,0,11,0,3,7
MLS,16/04/2022,Away,FC Cincinnati,0,0,1,0,0,7,-6,2,7
MLS,16/04/2022,Home,Houston Dynamo,0,0,1,0,0,12,3,3,7
MLS,16/04/2022,Away,Portland Timbers,0,0,1,0,0,10,-3,2,8
MLS,17/04/2022,Home,New York Red Bulls,0,0,1,0,0,11,4,3,7
MLS,17/04/2022,Away,FC Dallas,0,0,1,0,0,12,6,3,7
MLS,17/04/2022,Home,Columbus Crew,0,2,0,0,-2,8,1,2,7
MLS,17/04/2022,Away,Orlando City,2,0,3,1,2,14,3,4,8
MLS,17/04/2022,Home,DC United,2,3,0,0,-1,6,-1,2,6
MLS,17/04/2022,Away,Austin FC,3,2,3,1,1,14,10,4,7
MLS,17/04/2022,Home,New England Revolution,2,1,3,1,1,7,-3,2,7
MLS,17/04/2022,Away,Charlotte,1,2,0,0,-1,9,-3,3,8
MLS,17/04/2022,Home,Toronto FC,2,1,3,1,1,11,-1,3,7
MLS,17/04/2022,Away,Philadelphia Union,1,2,0,0,-1,16,7,5,7
MLS,17/04/2022,Home,Chicago Fire,0,0,1,0,0,10,3,2,7
MLS,17/04/2022,Away,Los Angeles Galaxy,0,0,1,0,0,13,3,4,7
MLS,17/04/2022,Home,Minnesota United,3,1,3,1,2,11,2,3,7
MLS,17/04/2022,Away,Colorado Rapids,1,3,0,0,-2,8,-2,2,7
MLS,17/04/2022,Home,Seattle Sounders,0,1,0,0,-1,7,-1,2,6
MLS,17/04/2022,Away,Inter Miami,1,0,3,1,1,7,-8,2,7
MLS,17/04/2022,Home,New York City,6,0,3,1,6,7,5,2,6
MLS,17/04/2022,Away,Real Salt Lake,0,6,0,0,-6,12,-4,3,8
MLS,17/04/2022,Home,Los Angeles FC,3,1,3,1,2,16,10,5,7
MLS,17/04/2022,Away,Sporting Kansas City,1,3,0,0,-2,6,-8,2,8
MLS,23/04/2022,Home,FC Dallas,2,1,3,1,1,15,7,4,8
MLS,23/04/2022,Away,Houston Dynamo,1,2,0,0,-1,12,2,3,8
MLS,23/04/2022,Home,Philadelphia Union,1,1,1,0,0,17,7,5,8
MLS,23/04/2022,Away,CF Montreal,1,1,1,0,0,11,-3,3,8
MLS,23/04/2022,Home,Minnesota United,3,0,3,1,3,14,5,4,8
MLS,23/04/2022,Away,Chicago Fire,0,3,0,0,-3,10,0,2,8
MLS,24/04/2022,Home,DC United,3,2,3,1,1,9,0,3,7
MLS,24/04/2022,Away,New England Revolution,2,3,0,0,-1,7,-4,2,8
MLS,24/04/2022,Home,Austin FC,3,0,3,1,3,17,13,5,8
MLS,24/04/2022,Away,Vancouver Whitecaps,0,3,0,0,-3,4,-11,1,8
MLS,24/04/2022,Home,Sporting Kansas City,0,0,1,0,0,7,-8,2,9
MLS,24/04/2022,Away,Columbus Crew,0,0,1,0,0,9,1,2,8
MLS,24/04/2022,Home,Colorado Rapids,0,0,1,0,0,9,-2,2,8
MLS,24/04/2022,Away,Charlotte,0,0,1,0,0,10,-3,3,9
MLS,24/04/2022,Home,Portland Timbers,0,0,1,0,0,11,-3,2,9
MLS,24/04/2022,Away,Real Salt Lake,0,0,1,0,0,13,-4,3,9
MLS,24/04/2022,Home,San Jose Earthquakes,4,3,3,1,1,6,-5,1,8
MLS,24/04/2022,Away,Seattle Sounders,3,4,0,0,-1,7,-2,2,7
MLS,24/04/2022,Home,Los Angeles Galaxy,1,0,3,1,1,16,4,5,8
MLS,24/04/2022,Away,Nashville SC,0,1,0,0,-1,11,-1,3,8
MLS,24/04/2022,Home,Inter Miami,2,1,3,1,1,10,-7,3,8
MLS,24/04/2022,Away,Atlanta Utd,1,2,0,0,-1,11,-1,3,8
MLS,24/04/2022,Home,Orlando City,0,3,0,0,-3,14,0,4,9
MLS,24/04/2022,Away,New York Red Bulls,3,0,3,1,3,14,7,4,8
MLS,24/04/2022,Home,FC Cincinnati,1,2,0,0,-1,7,-7,2,8
MLS,24/04/2022,Away,Los Angeles FC,2,1,3,1,1,19,11,6,8
MLS,24/04/2022,Home,New York City,5,4,3,1,1,10,6,3,7
MLS,24/04/2022,Away,Toronto FC,4,5,0,0,-1,11,-2,3,8
MLS,30/04/2022,Home,Houston Dynamo,1,2,0,0,-1,12,1,3,9
MLS,30/04/2022,Away,Austin FC,2,1,3,1,1,20,14,6,9
MLS,30/04/2022,Home,Toronto FC,1,2,0,0,-1,11,-3,3,9
MLS,30/04/2022,Away,FC Cincinnati,2,1,3,1,1,10,-6,3,9
MLS,30/04/2022,Home,Real Salt Lake,1,0,3,1,1,16,-3,4,10
MLS,30/04/2022,Away,Los Angeles Galaxy,0,1,0,0,-1,16,3,5,9
MLS,30/04/2022,Home,CF Montreal,2,1,3,1,1,14,-2,4,9
MLS,30/04/2022,Away,Atlanta Utd,1,2,0,0,-1,11,-2,3,9
MLS,01/05/2022,Home,Columbus Crew,3,0,3,1,3,12,4,3,9
MLS,01/05/2022,Away,DC United,0,3,0,0,-3,9,-3,3,8
MLS,01/05/2022,Home,New England Revolution,2,0,3,1,2,10,-2,3,9
MLS,01/05/2022,Away,Inter Miami,0,2,0,0,-2,10,-9,3,9
MLS,01/05/2022,Home,Orlando City,2,1,3,1,1,17,1,5,10
MLS,01/05/2022,Away,Charlotte,1,2,0,0,-1,10,-4,3,10
MLS,01/05/2022,Home,Chicago Fire,1,2,0,0,-1,10,-1,2,9
MLS,01/05/2022,Away,New York Red Bulls,2,1,3,1,1,17,8,5,9
MLS,01/05/2022,Home,Sporting Kansas City,2,2,1,0,0,8,-8,2,10
MLS,01/05/2022,Away,FC Dallas,2,2,1,0,0,16,7,4,9
MLS,01/05/2022,Home,Colorado Rapids,2,0,3,1,2,12,0,3,9
MLS,01/05/2022,Away,Portland Timbers,0,2,0,0,-2,11,-5,2,10
MLS,01/05/2022,Home,New York City,3,0,3,1,3,13,9,4,8
MLS,01/05/2022,Away,San Jose Earthquakes,0,3,0,0,-3,6,-8,1,9
MLS,01/05/2022,Home,Nashville SC,1,1,1,0,0,12,-1,3,9
MLS,01/05/2022,Away,Philadelphia Union,1,1,1,0,0,18,7,5,9
MLS,02/05/2022,Home,Los Angeles FC,2,0,3,1,2,22,13,7,9
MLS,02/05/2022,Away,Minnesota United,0,2,0,0,-2,14,3,4,9
MLS,05/05/2022,Home,FC Cincinnati,2,0,3,1,2,13,-4,4,10
MLS,05/05/2022,Away,Toronto FC,0,2,0,0,-2,11,-5,3,10
MLS,07/05/2022,Home,Charlotte,1,0,3,1,1,13,-3,4,11
MLS,07/05/2022,Away,Inter Miami,0,1,0,0,-1,10,-10,3,10
MLS,07/05/2022,Home,CF Montreal,4,1,3,1,3,17,1,5,10
MLS,07/05/2022,Away,Orlando City,1,4,0,0,-3,17,-2,5,11
MLS,07/05/2022,Home,Atlanta Utd,4,1,3,1,3,14,1,4,10
MLS,07/05/2022,Away,Chicago Fire,1,4,0,0,-3,10,-4,2,10
MLS,08/05/2022,Home,New York City,0,0,1,0,0,14,9,4,9
MLS,08/05/2022,Away,Sporting Kansas City,0,0,1,0,0,9,-8,2,11
MLS,08/05/2022,Home,New York Red Bulls,1,1,1,0,0,18,8,5,10
MLS,08/05/2022,Away,Portland Timbers,1,1,1,0,0,12,-5,2,11
MLS,08/05/2022,Home,DC United,2,0,3,1,2,12,-1,4,9
MLS,08/05/2022,Away,Houston Dynamo,0,2,0,0,-2,12,-1,3,10
MLS,08/05/2022,Home,New England Revolution,2,2,1,0,0,11,-2,3,10
MLS,08/05/2022,Away,Columbus Crew,2,2,1,0,0,13,4,3,10
MLS,08/05/2022,Home,Minnesota United,0,1,0,0,-1,14,2,4,10
MLS,08/05/2022,Away,FC Cincinnati,1,0,3,1,1,16,-3,5,11
MLS,08/05/2022,Home,FC Dallas,2,0,3,1,2,19,9,5,10
MLS,08/05/2022,Away,Seattle Sounders,0,2,0,0,-2,7,-4,2,8
MLS,08/05/2022,Home,San Jose Earthquakes,1,0,3,1,1,9,-7,2,10
MLS,08/05/2022,Away,Colorado Rapids,0,1,0,0,-1,12,-1,3,10
MLS,08/05/2022,Home,Los Angeles FC,2,2,1,0,0,23,13,7,10
MLS,08/05/2022,Away,Philadelphia Union,2,2,1,0,0,19,7,5,10
MLS,08/05/2022,Home,Vancouver Whitecaps,1,0,3,1,1,7,-10,2,9
MLS,08/05/2022,Away,Toronto FC,0,1,0,0,-1,11,-6,3,11
MLS,08/05/2022,Home,Nashville SC,2,0,3,1,2,15,1,4,10
MLS,08/05/2022,Away,Real Salt Lake,0,2,0,0,-2,16,-5,4,11
MLS,09/05/2022,Home,Austin FC,0,1,0,0,-1,20,13,6,10
MLS,09/05/2022,Away,Los Angeles Galaxy,1,0,3,1,1,19,4,6,10
MLS,14/05/2022,Home,Toronto FC,0,1,0,0,-1,11,-7,3,12
MLS,14/05/2022,Away,Orlando City,1,0,3,1,1,20,-1,6,12
MLS,14/05/2022,Home,Colorado Rapids,2,0,3,1,2,15,1,4,11
MLS,14/05/2022,Away,Los Angeles FC,0,2,0,0,-2,23,11,7,11
MLS,15/05/2022,Home,Charlotte,0,2,0,0,-2,13,-5,4,12
MLS,15/05/2022,Away,CF Montreal,2,0,3,1,2,20,3,6,11
MLS,15/05/2022,Home,New York City,2,0,3,1,2,17,11,5,10
MLS,15/05/2022,Away,Columbus Crew,0,2,0,0,-2,13,2,3,11
MLS,15/05/2022,Home,Vancouver Whitecaps,3,3,1,0,0,8,-10,2,10
MLS,15/05/2022,Away,San Jose Earthquakes,3,3,1,0,0,10,-7,2,11
MLS,15/05/2022,Home,Philadelphia Union,1,1,1,0,0,20,7,5,11
MLS,15/05/2022,Away,New York Red Bulls,1,1,1,0,0,19,8,5,11
MLS,15/05/2022,Home,Chicago Fire,1,2,0,0,-1,10,-5,2,11
MLS,15/05/2022,Away,FC Cincinnati,2,1,3,1,1,19,-2,6,12
MLS,15/05/2022,Home,Inter Miami,2,2,1,0,0,11,-10,3,11
MLS,15/05/2022,Away,DC United,2,2,1,0,0,13,-1,4,10
MLS,15/05/2022,Home,Houston Dynamo,2,0,3,1,2,15,1,4,11
MLS,15/05/2022,Away,Nashville SC,0,2,0,0,-2,15,-1,4,11
MLS,15/05/2022,Home,Real Salt Lake,2,1,3,1,1,19,-4,5,12
MLS,15/05/2022,Away,Austin FC,1,2,0,0,-1,20,12,6,11
MLS,15/05/2022,Home,Portland Timbers,7,2,3,1,5,15,0,3,12
MLS,15/05/2022,Away,Sporting Kansas City,2,7,0,0,-5,9,-13,2,12
MLS,15/05/2022,Home,Los Angeles Galaxy,1,3,0,0,-2,19,2,6,11
MLS,15/05/2022,Away,FC Dallas,3,1,3,1,2,22,11,6,11
MLS,15/05/2022,Home,Atlanta Utd,2,2,1,0,0,15,1,4,11
MLS,15/05/2022,Away,New England Revolution,2,2,1,0,0,12,-2,3,11
MLS,15/05/2022,Home,Seattle Sounders,3,1,3,1,2,10,-2,3,9
MLS,15/05/2022,Away,Minnesota United,1,3,0,0,-2,14,0,4,11
MLS,19/05/2022,Home,DC United,0,2,0,0,-2,13,-3,4,11
MLS,19/05/2022,Away,New York City,2,0,3,1,2,20,13,6,11
MLS,19/05/2022,Home,New York Red Bulls,3,3,1,0,0,20,8,5,12
MLS,19/05/2022,Away,Chicago Fire,3,3,1,0,0,11,-5,2,12
MLS,19/05/2022,Home,Philadelphia Union,0,0,1,0,0,21,7,5,12
MLS,19/05/2022,Away,Inter Miami,0,0,1,0,0,12,-10,3,12
MLS,19/05/2022,Home,Minnesota United,1,1,1,0,0,15,0,4,12
MLS,19/05/2022,Away,Los Angeles Galaxy,1,1,1,0,0,20,2,6,12
MLS,19/05/2022,Home,Houston Dynamo,0,1,0,0,-1,15,0,4,12
MLS,19/05/2022,Away,Seattle Sounders,1,0,3,1,1,13,-1,4,10
MLS,19/05/2022,Home,Nashville SC,2,1,3,1,1,18,0,5,12
MLS,19/05/2022,Away,CF Montreal,1,2,0,0,-1,20,2,6,12
MLS,19/05/2022,Home,Sporting Kansas City,2,1,3,1,1,12,-12,3,13
MLS,19/05/2022,Away,Colorado Rapids,1,2,0,0,-1,15,0,4,12
MLS,19/05/2022,Home,Vancouver Whitecaps,2,1,3,1,1,11,-9,3,11
MLS,19/05/2022,Away,FC Dallas,1,2,0,0,-1,22,10,6,12
MLS,19/05/2022,Home,Los Angeles FC,1,2,0,0,-1,23,10,7,12
MLS,19/05/2022,Away,Austin FC,2,1,3,1,1,23,13,7,12
MLS,19/05/2022,Home,San Jose Earthquakes,3,2,3,1,1,13,-6,3,12
MLS,19/05/2022,Away,Portland Timbers,2,3,0,0,-1,15,-1,3,13
MLS,21/05/2022,Home,Columbus Crew,0,2,0,0,-2,13,0,3,12
MLS,21/05/2022,Away,Los Angeles FC,2,0,3,1,2,26,12,8,13
MLS,21/05/2022,Home,FC Cincinnati,2,3,0,0,-1,19,-3,6,13
MLS,21/05/2022,Away,New England Revolution,3,2,3,1,1,15,-1,4,12
MLS,21/05/2022,Home,DC United,2,2,1,0,0,14,-3,4,12
MLS,21/05/2022,Away,Toronto FC,2,2,1,0,0,12,-7,3,13
MLS,22/05/2022,Home,Nashville SC,2,2,1,0,0,19,0,5,13
MLS,22/05/2022,Away,Atlanta Utd,2,2,1,0,0,16,1,4,12
MLS,22/05/2022,Home,CF Montreal,1,2,0,0,-1,20,1,6,13
MLS,22/05/2022,Away,Real Salt Lake,2,1,3,1,1,22,-3,6,13
MLS,22/05/2022,Home,Charlotte,2,1,3,1,1,16,-4,5,13
MLS,22/05/2022,Away,Vancouver Whitecaps,1,2,0,0,-1,11,-10,3,12
MLS,22/05/2022,Home,New York City,1,0,3,1,1,23,14,7,12
MLS,22/05/2022,Away,Chicago Fire,0,1,0,0,-1,11,-6,2,13
MLS,22/05/2022,Home,Inter Miami,2,0,3,1,2,15,-8,4,13
